abstract,abstractnote,address,annote,archiveprefix,articleno,author,author1_email,author1_url,author2_email,author2_url,bdsk-url-1,booktitle,chapter,citation_key,collection,contact,copyright,date,day,doi,edition,editor,entry_type,eprint,file,howpublished,institution,isbn,issn,issue,issue_date,journal,keywords,language,lccn,location,month,note,number,numpages,organization,pages,pmcid,pmid,primaryclass,publisher,rights,school,series,shorttitle,title,type,url,urldate,volume,year
,,,,,,"Shokri, Reza and Stronati, Marco and Song, Congzheng and Shmatikov, Vitaly",,,,,,2017 IEEE Symposium on Security and Privacy (SP),,membership_inference,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1610.05820.pdf},,,IEEE,3--18,,,,,,,,,Membership {I}nference {A}ttacks {A}gainst {M}achine {L}earning {M}odels,,,,,2017
,,,,,,"Shokri, Reza and Stronati, Marco and Song, Congzheng and Shmatikov, Vitaly",,,,,,2017 IEEE Symposium on Security and Privacy (SP),,membership_inference,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1610.05820.pdf},,,IEEE,3--18,,,,,,,,,Membership {I}nference {A}ttacks {A}gainst {M}achine {L}earning {M}odels,,,,,2017
,,,,,,"Shokri, Reza and Stronati, Marco and Song, Congzheng and Shmatikov, Vitaly",,,,,,2017 IEEE Symposium on Security and Privacy (SP),,membership_inference,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1610.05820.pdf},,,IEEE,3--18,,,,,,,,,Membership {I}nference {A}ttacks {A}gainst {M}achine {L}earning {M}odels,,,,,2017
,,,,,,"Shokri, Reza and Stronati, Marco and Song, Congzheng and Shmatikov, Vitaly",,,,,,2017 IEEE Symposium on Security and Privacy (SP),,membership_inference,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1610.05820.pdf},,,IEEE,3--18,,,,,,,,,Membership {I}nference {A}ttacks {A}gainst {M}achine {L}earning {M}odels,,,,,2017
,,,,,,{Microsoft},,,,,,,,ref55,,,,,,,,,misc,,,\url{https://www.microsoft.com/en-us/msrc/bounty-ai},,,,,,,,,,,,,,,,,,,,,,,,,Microsoft AI Bounty Program,,,,,
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://bit.ly/2KAV1nG},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://bit.ly/2KAV1nG},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Zhang, Brian Hu and Lemoine, Blake and Mitchell, Margaret",,,,,,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,zhang2018mitigating,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1801.07593.pdf},,,ACM,335--340,,,,,,,,,Mitigating {U}nwanted {B}iases with {A}dversarial {L}earning,,,,,2018
,,,,,,"Mitchell, Margaret and Wu, Simone and Zaldivar, Andrew and Barnes, Parker and Vasserman, Lucy and Hutchinson, Ben and Spitzer, Elena and Raji, Inioluwa Deborah and Gebru, Timnit",,,,,,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,model_cards,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.03993.pdf},,,ACM,220--229,,,,,,,,,Model {C}ards for {M}odel {R}eporting,,,,,2019
,,,,,,"Mitchell, Margaret and Wu, Simone and Zaldivar, Andrew and Barnes, Parker and Vasserman, Lucy and Hutchinson, Ben and Spitzer, Elena and Raji, Inioluwa Deborah and Gebru, Timnit",,,,,,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,model_cards,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.03993.pdf},,,ACM,220--229,,,,,,,,,Model {C}ards for {M}odel {R}eporting,,,,,2019
,,,,,,"Mitchell, Margaret and Wu, Simone and Zaldivar, Andrew and Barnes, Parker and Vasserman, Lucy and Hutchinson, Ben and Spitzer, Elena and Raji, Inioluwa Deborah and Gebru, Timnit",,,,,,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,model_cards,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.03993.pdf},,,,220--229,,,,,,,,,Model {C}ards for {M}odel {R}eporting,,,,,2019
,,,,,,"Mitchell, Margaret and Wu, Simone and Zaldivar, Andrew and Barnes, Parker and Vasserman, Lucy and Hutchinson, Ben and Spitzer, Elena and Raji, Inioluwa Deborah and Gebru, Timnit",,,,,,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,model_cards,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.03993.pdf},,,ACM,220--229,,,,,,,,,Model {C}ards for {M}odel {R}eporting,,,,,2019
,,,,,,"Vartak, Manasi and Subramanyam, Harihar and Lee, Wei-En and Viswanathan, Srinidhi and Husnoo, Saadiyah and Madden, Samuel and Zaharia, Matei",,,,,,Proceedings of the Workshop on Human-In-the-Loop Data Analytics,,vartak2016m,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www-cs.stanford.edu/~matei/papers/2016/hilda_modeldb.pdf},,,ACM,14,,,,,,,,,Model {D}{B}: {A} {S}ystem for {M}achine {L}earning {M}odel {M}anagement,,,,,2016
,,,,,,"Vartak, Manasi and Subramanyam, Harihar and Lee, Wei-En and Viswanathan, Srinidhi and Husnoo, Saadiyah and Madden, Samuel and Zaharia, Matei",,,,,,Proceedings of the Workshop on Human-In-the-Loop Data Analytics,,vartak2016m,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www-cs.stanford.edu/~matei/papers/2016/hilda_modeldb.pdf},,,ACM,14,,,,,,,,,Model {D}{B}: {A} {S}ystem for {M}achine {L}earning {M}odel {M}anagement,,,,,2016
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M. and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,amershi2015modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,amershi2015modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,amershi2015modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,amershi2015modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,amershi2015modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,amershi2015modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Amershi, Saleema and Chickering, Max and Drucker, Steven M. and Lee, Bongshin and Simard, Patrice and Suh, Jina",,,,,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,,modeltracker,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/amershi.CHI2015.ModelTracker.pdf},,,ACM,337--346,,,,,,,,,Modeltracker: {R}edesigning {P}erformance {A}nalysis {T}ools for {M}achine {L}earning,,,,,2015
,,,,,,"Gupta, Maya and Cotter, Andrew and Pfeifer, Jan and Voevodski, Konstantin and Canini, Kevin and Mangylov, Alexander and Moczydlowski, Wojciech and Van Esbroeck, Alexander",,,,,,,,lattice,,,,,,,,,article,,,,,,,,,The Journal of Machine Learning Research,,,,,,URL: \url{http://www.jmlr.org/papers/volume17/15-243/15-243.pdf},1,,,3790--3836,,,,JMLR. org,,,,,Monotonic {C}alibrated {I}nterpolated {L}ookup {T}ables,,,,17,2016
,,,,,,"Gupta, Maya and Cotter, Andrew and Pfeifer, Jan and Voevodski, Konstantin and Canini, Kevin and Mangylov, Alexander and Moczydlowski, Wojciech and Van Esbroeck, Alexander",,,,,,,,lattice,,,,,,,,,article,,,,,,,,,The Journal of Machine Learning Research,,,,,,URL: \url{http://www.jmlr.org/papers/volume17/15-243/15-243.pdf},1,,,3790--3836,,,,JMLR. org,,,,,Monotonic {C}alibrated {I}nterpolated {L}ookup {T}ables,,,,17,2016
,,,,,,"Greshake, Kai and Abdelnabi, Sahar and Mishra, Shailesh and Endres, Christoph and Holz, Thorsten and Fritz, Mario",,,,,,,,prompt_injection,,,,,,10.48550/ARXIV.2302.12173,,,misc,,,,,,,,,,"Cryptography and Security (cs.CR), Artificial Intelligence (cs.AI), Computation and Language (cs.CL), Computers and Society (cs.CY), FOS: Computer and information sciences, FOS: Computer and information sciences",,,,,,,,,,,,,arXiv,,,,,More than you've asked for: A Comprehensive Analysis of Novel Prompt Injection Threats to Application-Integrated Large Language Models,,https://arxiv.org/abs/2302.12173,,,2023
,,,,,,,,,,,,,,hmda,,,,,,,,,misc,,,\url{https://www.consumerfinance.gov/data-research/hmda/},,,,,,,,,,,,Accessed: 2020-02-24,,,,,,,,,,,,,Mortgage data ({H}{M}{D}{A}),,,,,
,,,,,,H. Xiong,,,,,,,,Xiong2015,,,,,,10.1049/cje.2015.04.031,,,article,,,,,,1022-4653,,,Chinese Journal of Electronics,communication complexity;probability;quantum communication;quantum computing;NS-box;RAC;Tsirelson bounds;communication complexity;independent identically distribution;information causality;multilevel Bell-type inequality;no-signaling box;noisy computations;nonlocal quantum computation;random access code;symmetric quantum channels;uniform input marginal probabilities,,,,,,2,,,408-413,,,,,,,,,Multi-level Bell-Type Inequality from Information Causality and Noisy Computations,,,,24,2015
,,,,,,"Friedman, Jerome H. and others",,,,,,,,friedman1991multivariate,,,,,,,,,article,,,,,,,,,The Annals of Statistics,,,,,,URL: \url{https://projecteuclid.org/download/pdf_1/euclid.aos/1176347963},1,,,1--67,,,,Institute of Mathematical Statistics,,,,,Multivariate {A}daptive {R}egression {S}plines,,,,19,1991
,,,,,,"Agarwal, Rishabh and Melnick, Levi and Frosst, Nicholas and Zhang, Xuezhou and Lengerich, Ben and Caruana, Rich and Hinton, Geoffrey E.",,,,,,,,agarwal2021neural,,,,,,,,,article,,,,,,,,,Advances in Neural Information Processing Systems,,,,,,URL: \url{https://proceedings.neurips.cc/paper/2021/file/251bd0442dfcc53b5a761e050f8022b8-Paper.pdf},,,,4699--4711,,,,,,,,,Neural {A}dditive {M}odels: {I}nterpretable {M}achine {L}earning with {N}eural {N}ets,,,,34,2021
,,United States,,,,J. P. Wilkinson,,,,,,,,wilkinson_1990,,,,,16,,,,patent,,,,,,,,,,,,,,aug,,3 624 125,,,,,,,,,,,,Nonlinear resonant circuit devices,,,,,1990
,,,,,,"Greshake, K. and others",,,,,,16th ACM Workshop on Artificial Intelligence and Security,,ref66,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,79--90,,,,,,,,,Not what you've signed up for: Compromising real-world LLM-integrated applications with indirect prompt injection,,https://arxiv.org/abs/2302.12173,,,2023
,,,,,,"Kantorovich, Leonid Vitalevich",,,,,,Dokl. Akad. Nauk SSSR,,kantorovich1957mathematical,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,4,,,738--741,,,,,,,,,On a mathematical symbolism convenient for performing machine calculations,,,,113,1957
,,,,,,"Prabhakaran, Vinodkumar and Davani, Aida Mostafazadeh and Diaz, Mark",,,,,,,,prabhakaran2021releasing,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2110.05699,,,,,,,,,,,,,,,,,,,On releasing annotator-level labels and information in datasets,,,,,2021
,,,,,,"Bender, Emily M and Gebru, Timnit and McMillan-Major, Angelina and Shmitchell, Shmargaret",,,,,,"Proceedings of the 2021 ACM conference on fairness, accountability, and transparency",,ref112,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,610--623,,,,,,,,,On the dangers of stochastic parrots: Can language models be too big?,,,,,2021
,,,,arXiv,,El-Mahdi El-Mhamdi and Sadegh Farhadkhani and Rachid Guerraoui and Nirupam Gupta and Lê-Nguyên Hoang and Rafael Pinot and Sébastien Rouault and John Stephan,,,,,,,,ref11,,,,,,,,,misc,2209.15259,,,,,,,,,,,,,,,,,,,,,cs.LG,,,,,,On the Impossible Safety of Large AI Models,,https://arxiv.org/abs/2209.15259,,,2023
,,,,,,"El-Mhamdi, El-Mahdi and Farhadkhani, Sadegh and Guerraoui, Rachid and Gupta, Nirupam and Hoang, L{\^e}-Nguy{\^e}n and Pinot, Rafael and Rouault, S{\'e}bastien and Stephan, John",,,,,,,,el2022impossible,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2209.15259,,,,,,,,,,,,,,,,,,,On the impossible safety of large {AI} models,,,,,2022
,,,,,,"Hall, Patrick",,,,,,KDD '19 XAI Workshop,,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.02909.pdf},,,,,,,,,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2019
,,,,,,"Hall, Patrick",,,,,,,,hall2019art,,,,,,,,,article,,,,,,,,,KDD XAI Workshop,,,,,,URL: \url{https://arxiv.org/pdf/1810.02909.pdf},,,,,,,,,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2019
,,,,,,"Hall, Patrick",,,,,,KDD '19 XAI Workshop,,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.02909.pdf},,,,,,,,,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2019
,,,,,,"Hall, Patrick",,,,,,"JSM Proceedings, Statistical Computing Section",,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://github.com/jphall663/jsm_2018_paper},,,,1781--1799,,,,American Statistical Association,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2018
,,,,,,"Hall, Patrick",,,,,,"JSM Proceedings, Statistical Computing Section",,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://github.com/jphall663/jsm_2018_paper},,,,1781--1799,,,,American Statistical Association,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2018
,,,,,,"Hall, Patrick",,,,,,"JSM Proceedings, Statistical Computing Section",,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://github.com/jphall663/jsm_2018_paper},,,,1781--1799,,,,American Statistical Association,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2018
,,,,,,"Hall, Patrick",,,,,,"JSM Proceedings, Statistical Computing Section",,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://github.com/jphall663/jsm_2018_paper},,,,1781--1799,,,,American Statistical Association,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2018
,,,,,,"Hall, Patrick",,,,,,KDD '19 XAI Workshop Proceedings,,art_and_sci,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1810.02909.pdf},,,,,,,,,,,,,On the {A}rt and {S}cience of {M}achine {L}earning {E}xplanations,,,,,2019
,,,,,,"Sutskever, Ilya and Martens, James and Dahl, George and Hinton, Geoffrey",,,,,,International Conference on Machine Learning,,sutskever2013importance,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://proceedings.mlr.press/v28/sutskever13.pdf},,,,1139--1147,,,,,,,,,On the {I}mportance of {I}nitialization and {M}omentum in {D}eep {L}earning,,,,,2013
,,,,,,"Casper, Stephen and Davies, Xander and Shi, Claudia and Gilbert, Thomas Krendl and Scheurer, J{\'e}r{\'e}my and Rando, Javier and Freedman, Rachel and Korbak, Tomasz and Lindner, David and Freire, Pedro and others",,,,,,,,casper2023open,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2307.15217,,,,,,,,,,,,,,,,,,,Open problems and fundamental limitations of reinforcement learning from human feedback,,,,,2023
,,,,arXiv,,Stephen Casper and Xander Davies and Claudia Shi and Thomas Krendl Gilbert and Jérémy Scheurer and Javier Rando and Rachel Freedman and Tomasz Korbak and David Lindner and Pedro Freire and Tony Wang and Samuel Marks and Charbel-Raphaël Segerie and Micah Carroll and Andi Peng and Phillip Christoffersen and Mehul Damani and Stewart Slocum and Usman Anwar and Anand Siththaranjan and Max Nadeau and Eric J. Michaud and Jacob Pfau and Dmitrii Krasheninnikov and Xin Chen and Lauro Langosco and Peter Hase and Erdem Bıyık and Anca Dragan and David Krueger and Dorsa Sadigh and Dylan Hadfield-Menell,,,,,,,,ref127,,,,,,,,,misc,2307.15217,,,,,,,,,,,,,,,,,,,,,cs.AI,,,,,,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,,https://arxiv.org/abs/2307.15217,,,2023
,,,,,,"Dino Pedreschi and
Fosca Giannotti and
Riccardo Guidotti and
Anna Monreale and
Luca Pappalardo and
Salvatore Ruggieri and
Franco Turini",,,,,,,,1806-09936,,,,,,,,,article,,,,,,,,,arXiv preprint.,,,,,,,,,,,,,,,,,,,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,,http://arxiv.org/abs/1806.09936v1,,,2018
,,,,,,"Kapoor, S. and Narayanan, A.",,,,,,,,ref27,,,,,,,,,misc,,,\url{https://www.aisnakeoil.com/p/openais-policies-hinder-reproducible},,,,,,,,,,,,,,,,,,,,,,,,,OpenAI’s Policies Hinder Reproducible Research on Language Models,,,,,2023
,,,,,,"Hu, Xiyang and Rudin, Cynthia and Seltzer, Margo",,,,,,,,osdt,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.12847,,,,,,URL: \url{https://arxiv.org/pdf/1904.12847.pdf},,,,,,,,,,,,,Optimal {S}parse {D}ecision {T}rees,,,,,2019
,,,,,,"Hu, Xiyang and Rudin, Cynthia and Seltzer, Margo",,,,,,,,osdt,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.12847,,,,,,URL: \url{https://arxiv.org/pdf/1904.12847.pdf},,,,,,,,,,,,,Optimal {S}parse {D}ecision {T}rees,,,,,2019
,,,,,,"Hu, Xiyang and Rudin, Cynthia and Seltzer, Margo",,,,,,,,osdt,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.12847,,,,,,URL: \url{https://arxiv.org/pdf/1904.12847.pdf},,,,,,,,,,,,,Optimal {S}parse {D}ecision {T}rees,,,,,2019
,,,,,,"Calmon, Flavio and Wei, Dennis and Vinzamuri, Bhanukiran and Ramamurthy, Karthikeyan Natesan and Varshney, Kush R.",,,,,,Advances in Neural Information Processing Systems,,calmon2017optimized,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/6988-optimized-pre-processing-for-discrimination-prevention.pdf},,,,3992--4001,,,,,,,,,Optimized {P}re-processing for {D}iscrimination {P}revention,,,,,2017
,,,,,,"Calmon, Flavio and Wei, Dennis and Vinzamuri, Bhanukiran and Ramamurthy, Karthikeyan Natesan and Varshney, Kush R.",,,,,,Advances in Neural Information Processing Systems,,calmon2017optimized,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/6988-optimized-pre-processing-for-discrimination-prevention.pdf},,,,3992--4001,,,,,,,,,Optimized {P}re-processing for {D}iscrimination {P}revention,,,,,2017
,,,,,,"Calmon, Flavio and Wei, Dennis and Vinzamuri, Bhanukiran and Ramamurthy, Karthikeyan Natesan and Varshney, Kush R.",,,,,,Advances in Neural Information Processing Systems,,calmon2017optimized,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/6988-optimized-pre-processing-for-discrimination-prevention.pdf},,,,3992--4001,,,,,,,,,Optimized {P}re-processing for {D}iscrimination {P}revention,,,,,2017
,,,,,,"Calmon, Flavio and Wei, Dennis and Vinzamuri, Bhanukiran and Ramamurthy, Karthikeyan Natesan and Varshney, Kush R.",,,,,,Advances in Neural Information Processing Systems,,calmon2017optimized,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/6988-optimized-pre-processing-for-discrimination-prevention.pdf},,,,3992--4001,,,,,,,,,Optimized {P}re-processing for {D}iscrimination {P}revention,,,,,2017
,,,,,,"Calmon, Flavio and Wei, Dennis and Vinzamuri, Bhanukiran and Ramamurthy, Karthikeyan Natesan and Varshney, Kush R.",,,,,,Advances in Neural Information Processing Systems,,calmon2017optimized,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/6988-optimized-pre-processing-for-discrimination-prevention.pdf},,,,3992--4001,,,,,,,,,Optimized {P}re-processing for {D}iscrimination {P}revention,,,,,2017
,,,,,,"Calmon, Flavio and Wei, Dennis and Vinzamuri, Bhanukiran and Ramamurthy, Karthikeyan Natesan and Varshney, Kush R.",,,,,,Advances in Neural Information Processing Systems,,calmon2017optimized,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/6988-optimized-pre-processing-for-discrimination-prevention.pdf},,,,3992--4001,,,,,,,,,Optimized {P}re-processing for {D}iscrimination {P}revention,,,,,2017
,,,,,,"Boyarskaya, Margarita and Olteanu, Alexandra and Crawford, Kate",,,,,,,,boyarskaya2020overcoming,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2011.13416,,,,,,,,,,,,,,,,,,,Overcoming failures of imagination in AI infused system development and deployment,,,,,2020
